"ref_id","reference"
"Ref0654","Fojtík, A., Popelka, M. 2019: Věžky (okr. Kroměříž). Přehled výzkumů 60-1, 204."
"Ref0655","Fojtík, A., Popelka, M. 2020: Lechotice (okr. Kroměříž). Přehled výzkumů 61-1, 148-149."
"Ref0656","Fojtík, A., Popelka, M., Šmíd, M. 2019: Eneolitické studny z Holešova-Všetul, okr. Kroměříž. Pravěk NŘ 27, 15-41."
"Ref0657","Fojtík, P. 1999: Ondratice (okr. Prostějov). Přehled výzkumů 39 (1995-1996), 288"
"Ref0658","Fojtík, P. 1999: Výsledky archeologického průzkumu trati „Za Hemerkovými“ v katastru obce Lešany (okr. Prostějov). Přehled výzkumů 40 (1997-1998), 127-133"
"Ref0659","Fojtík, P. 2000: Nové sídliště kultury s moravskou malovanou keramikou u Lešan na Prostějovsku. Pravěk NŘ 1999/9, 141-151."
"Ref0660","Fojtík, P. 2005: Lešany (okr. Prostějov). Přehled výzkumů 46, 233"
"Ref0661","Fojtík, P. 2007: Olšany u Prostějova (okr. Prostějov). Přehled výzkumů 48, 367"
"Ref0662","Fojtík, P. 2010: Mořice (okr. Prostějov). Přehled výzkumů 50, 253."
"Ref0663","Fojtík, P. 2011: Bedihošť (okr. Prostějov). Přehled výzkumů 52-1, 159."
"Ref0664","Fojtík, P. 2014: Pravěké a raně historické osídlení katastru obce Držovice, okr. Prostějov. Střední Morava 38, 43-74."
"Ref0665","Fojtík, P. 2017: Bílovice-Lutotín (k.ú. Bílovice, okr. Prostějov). Přehled výzkumů 58-1, 149"
"Ref0666","Fojtík, P. 2017: Hruška (okr. Přerov). Přehled výzkumů 58-1, 192-193."
"Ref0667","Fojtík, P. 2019: Archeologické lokality a nálezy na katastrálním území městyse Brodek u Prostějova (okr. Prostějov). Střední Morava  48, 55-96."
"Ref0668","Fojtík, P. 2019: Prostějov (okr. Prostějov). Přehled výzkumů 60-1, 182."
"Ref0669","Fojtík, P. 2020: Kralice na Hané (okr. Prostějov). Přehled výzkumů 61-1, 147."
"Ref0670","Fojtík, P., Šmíd, M. 2013: Prostějov (k.ú. Vrahovice, okr. Prostějov). Přehled výzkumů 54-1, 152"
"Ref0671","Fojtík, P., Šmíd, M. 2014: Držovice na Moravě, okr. Prostějov, poloha „U hřbitova“. Profil eneolitického osídlení lokality. Pravěk NŘ 22, 5-36."
"Ref0672","Fojtík, Přidal 2016"
"Ref0673","Franz, L. 1923: Niederösterreichische Funde aus der Zeit der neolithischen bemalten Keramik. Wiener Prähistorische Zeitschrift 10, 1–9"
"Ref0674","Friesinger, H. 1970: Die Ur- und Frühgeschichtliche Besiedlungdes Föhrenhügels in Hohenau an der March. Jahrbuch für Landeskunde von Niederösterreich 38, 20 – 39."
"Ref0675","Fundberichte aus Österreich 1, 1934, 123, 184."
"Ref0676","Gabriel, W. 1975: Hanfthal. Fundberichte aus Österreich 14, 48."
"Ref0677","Gánovský, J., Kuča, M., Vokáč, M., Hoffman, M. 2009: Častohostice (okr. Třebíč). Přehled výzkumů 50, 246."
"Ref0678","Geigenberger, N. 2013: KG Wetzelsdorf.  Fundberichte aus Österreich 52, 256."
"Ref0679","Geisler, M. 1981: Sídliště kultury s mor. mal. keramikou u Pavlova. Jižní Morava 17, 197-198."
"Ref0680","Geisler, M. 1997: Pohořelice (okr. Břeclav). Přehled výzkumů 1993-1994, 135-136."
"Ref0681","Geisler, M. 1998: Horní Újezd 1998. Excavation report 253/98. Ústav archeologické památkové péče Brno."
"Ref0682","Geisler, M. 1999: Syrovice (okr. Brno-venkov). Přehled výzkumů 39, 292."
"Ref0683","Geisler, M. 2001: Uherský Brod (okr. Uherské Hradiště). Přehled výzkumů 42 (2000), 144"
"Ref0684","Geisler, M. 2002: Starovičky (okr. Břeclav). Přehled výzkumů 43, 174."
"Ref0685","Geisler, M. 2007: Brno (k. ú. Jundrov, okr. Brno-město). Přehled výzkumů 48, 356."
"Ref0686","Geisler, M. 2010: Kuřim 2010. Excavation report 75/10. Ústav archeologické památkové péče Brno."
"Ref0687","Geisler, M., Kohoutek, J. 1997: Havřice (okr. Uherské Hradiště). Přehled výzkumů 1993-1994, 117-118."
"Ref0688","Geisler, M., Kovárník, J. 1983: Pravěké sídliště u Dobšic (okr. Znojmo). Přehled výzkumů 1981, 74-76."
"Ref0689","Geisler, M., Štrof, A. 1984: Záchranný výzkum na trase plynovodu Brno - Maloměřice – Boskovice v roce 1982 (okr. Blansko). Přehled výzkumů 1982, 79-82."
"Ref0690","Geislerová, K. 1989: Záchranný výzkum neolitického a eneolitického sídliště v Žádovicích /okr. Hodonín/. Přehled výzkumů 1986, 24"
"Ref0691","Geislerová, K., Parma, D. 2013: Výzkumy. Ausgrabungen 2005-2010. Ústav archeologické památkové péče Brno, v.v.i., Brno"
"Ref0692","Geislerová, K., Parma, D. 2013: Výzkumy. Ausgrabungen 2005-2010. Ústav archeologické památkové péče Brno, v.v.i., Brno."
"Ref0693","Geislerová, K., Parma, D. 2018: Výzkumy – Ausgrabungen 2011-2016. Brno, 275"
"Ref0694","Geislerová, K., Parma, D. 2018: Výzkumy – Ausgrabungen 2011-2016. Brno, 276"
"Ref0695","Geislerová, K., Parma, D. 2018: Výzkumy – Ausgrabungen 2011-2016. Brno, 308."
"Ref0696","Geislerová, K., Parma, D. 2018: Výzkumy – Ausgrabungen 2011-2016. Brno, p. 261"
"Ref0697","Geislerová, K., Parma, D. 2018: Výzkumy – Ausgrabungen 2011-2016. Brno, p.28."
"Ref0698","Geislerová, K., Parma, D. 2018: Výzkumy – Ausgrabungen 2011-2016. Brno: Ústav archeologické památkové péče."
"Ref0699","Geislerová, K., Parma, D. 2018: Výzkumy – Ausgrabungen 2011-2016. Brno."
"Ref0700","Geislerová, K., Rakovský, I. 1987: Břeclavsko v mladší době kamenné. Regionální muzeum v Mikulově, Mikulov."
"Ref0701","Geislerová, Parma 2018, 231"
"Ref0702","Habrman, F. 2013: Eneolitické osídlení Chrudimi. Manuscript of BA thesis. Univerzity of Pardubice. Pardubice. On-line:  http://hdl.handle.net/10195/57530"
"Ref0703","Hadrava, V. 2018: Přerov (k.ú. Předmostí, okr. Přerov). Přehled výzkumů 59-1, 135-136."
"Ref0704","Hahnel, B. 1987: KG Bullendorf. Fundberichte aus Österreich 26, 191"
"Ref0705","Hahnel, B. 1989: KG Gaiselberg. Fundberichte aus Österreich 28, 166"
"Ref0706","Hahnel, B. 1993: Frühneolitische Gräber in Österreich. Fundberichte aus Österreich 32, 107-128"
"Ref0707","Hájek, Z. 2008: Osada kultury s lineární keramikou a moravskou malovanou keramikou v Chornici. Manuscript of PhD thesis. Masaryk University, Brno. On-line: https://is.muni.cz/th/fyys0/?lang=en"
"Ref0708","Hájek, Z. 2016: Neslovice (okr. Brno-venkov). Přehled výzkumů 57-1, 167-168"
"Ref0709","Hájek, Z. 2016: Neslovice (okr. Brno-venkov). Přehled výzkumů 57-1, 167-168."
"Ref0710","Hájek, Z. 2017: Troubsko (okr. Brno-venkov). Přehled výzkumů 58-1, 176."
"Ref0711","Hájek, Z. 2017a: Neslovice (okr. Brno-venkov). Přehled výzkumů 58-1, 164."
"Ref0712","Hájek, Z. Čerevková, A. 2018: Popůvky (k.ú. Popůvky u Brna, okr. Brno-venkov). Přehled výzkumů 59-1, 134."
"Ref0713","Hájek, Z., Bartík, J., Červková, A., Koubková, H. 2016:  Neolitické a eneolitické osídlení Neslovicka (okres Brno-venkov). Praehistorica XXXIII/1-2, 165-188."
"Ref0714","Hájek, Z., Humpolová, A., Čerevková, A. 2018:  Nálezy kultury s lineární keramikou ze starých fondů Moravského zemského muzea z obce Bohutice. Studia Archeologie Brunnensia 32/1, 29-38."
"Ref0715","Hanák, K. 1931: Pohled do pravěkých sídlišť, pohřebišť a hradišť ve Starém Městě u Uherského Hradiště, Sborník Velehradský 2, 8-14."
"Ref0716","Hašek, V., Kovárník, J. 1996: Letecká a geofyzikální prospekce při výzkumu pravěkých kruhových příkopů. Sborník prací filosofické fakulty brněnské university M1, 57-79."
"Ref0717","Hašek, V., Kovárník, J. 1996: Letecká a geofyzikální prospekce při výzkumu pravěkých kruhových příkopů. Sborník prací Filosofické fakulty brněnské university M1, 57-79."
"Ref0718","Hasenhündel, G. 1994: KG Pulkau, SG Pulkau, VB Hollabrunn. Fundberichte aus Österreich 33, 485-488"
"Ref0719","Heinrich, K. 1933: Poysdorf. Fundberichte aus Oesterreich 1, 178."
"Ref0720","Heinrich, K. 1967: Poysdorf. Fundberichte aus Österreich 6, 16."
"Ref0721","Helmstedt, E. 2002: KG Mallersbach. Fundberichte aus Österreich 41, 461."
"Ref0722","Helmstedt, E., Ruttkay, E. 2002: KG Zettlitz. Fundberichte aus Österreich 41, 576."
"Ref0723","Hetflaiš, R. 2015: Lesná (k.ú. Lesná u Znojma, okr. Znojmo). Přehled výzkumů 56-1, 150, 166."
"Ref0724","Hetflaiš, R. 2015: Šumná (okr. Znojmo). Přehled výzkumů 56-1, 172."
"Ref0725","Hinterleiter, A., Löcker, K., Neubauer, W. 2010: Katalog. In: P. Melichar, W. Neubauer (eds): Mittelneolithische Kreisgrabenanlagen in Niederösterreich. Geophysikalisch-archäologische Prospektion – ein interdisziplinäres Forschungsprojekt, MPK 71, Wien, 168–415."
"Ref0726","Hinterleiter, A., Löcker, K., Neubauer, W. 2010: Katalog. In: P. Melichar, W. Neubauer (eds): Mittelneolithische Kreisgrabenanlagen in Niederösterreich. Geophysikalisch-archäologische Prospektion – ein interdisziplinäres Forschungsprojekt, MPK 71, Wien, 168–415.+"
"Ref0727","HK-1006"
"Ref0728","HK-1030"
"Ref0729","HK-1034"
"Ref0730","HK-1035"
"Ref0731","HK-1040"
"Ref0732","HK-1042"
"Ref0733","HK-1044"
"Ref0734","HK-1095"
"Ref0735","HK-1136"
"Ref0736","HK-1137"
"Ref0737","HK-1198"
"Ref0738","HK-1199"
"Ref0739","HK-1221"
"Ref0740","HK-1222"
"Ref0741","HK-1223"
"Ref0742","HK-1228"
"Ref0743","HK-1266"
"Ref0744","HK-1268"
"Ref0745","HK-1269"
"Ref0746","HK-1275"
"Ref0747","HK-7024"
"Ref0748","HK-7056"
"Ref0749","HK-7057"
"Ref0750","HK-7058"
"Ref0751","HK-7064"
"Ref0752","HK-7071"
"Ref0753","HK-7073"
"Ref0754","HK-7074"
"Ref0755","Hlubek, L. 2014: Pravěké a raně středověké osídlení na katastru obce Senice na Hané (okr. Olomouc). Zprávy Vlastivědného muzea v Olomouci 308, 5–24."
"Ref0756","Holub, M., Kaiser, L., Knotek, P., Knotková, J., Kočár, P., Kočárová, R., Vokáč, M. 2017: Mladolengyelské osídlení ve Lhánicích na jihozápadní Moravě. In: Cheben, I. (ed.) Otázky neolitu a eneolitu našich krajín – 2013. Archeologický ústav SAV, Nitra, 67-84."
"Ref0757","Holub, M., Kaiser, L., Kočár, P., Kočárová, R., Vokáč, M., Vokáčová, J. 2013: Nové sídliště lidu kultury s vypíchanou keramikou na v Rouchovanech na Třebíčsku. Archeologie západních Čech 6, 1-15."
"Ref0758","Holub, P. 2008: Brno (k.ú. Královo Pole, okr. Brno-město). Přehled výzkumů 48, 340."
"Ref0759","Holub, P., Kováčik, P., Merta, D., Peška, M., Zapletalová, D., Zůbek, A. 2003: Předběžné výsledky záchranných archeologických výzkumů v Brně v roce 2002. Přehled výzkumů 44, 57-100."
"Ref0760","Horňanský, J., Skutil, J. 1950: Hromadný hrob kultury s keramikou malovanou ve Džbánicích u Mor. Krumlova. Obzor prehistorický XIV/1, 333-336."
"Ref0761","Houšťová, A. 1960: Kultura nálevkovitých pohárů na Moravě, Fontes Archaeologici Pragenses 3. Praha"
"Ref0762","Hrbáčková, A. 2008: Osídlení lidu kultury s moravskou malovanou keramikou na území Modřic a v blízkém okolí na základě analýzy keramiky. Přehled výzkumů 48, 65-92."
"Ref0763","Hrbek, J. 1937-1938: Od Horácka k Podyjí 14, 142."
"Ref0764","Hromada, J., Varsik, V. 1992: Prieskum v južnej časti Záhoria. Archeologické výskumy a nálezy na Slovensku v roku 1990, 46-47."
"Ref0765","Hromada, J., Vrablec, V., Turčan, V. 2000: Výskum a prieskumy na trase plynovodu Kuchyňa – Vysoká pri Morave. Archeologické výskumy a nálezy na Slovensku v roku 1998, 85-86."
"Ref0766","https://www.google.cz/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwj7pYjjnrDRAhXHcRQKHQWDA5AQFggcMAA&url=http%3A%2F%2Fwww.alojzov.cz%2FVismoOnline_ActionScripts%2FFile.ashx%3Fid_org%3D17470%26id_dokumenty%3D1699&usg=AFQjCNEV8ig5_MDveDR_1qAWr0kaWcWHTQ&sig2=bnyEl7Ot227BkoYteG6GCA"
"Ref0767","Hudec, J. 1994: Niektoré poznámky k vývoju mladšieho stupňa MMK na Oslavansku a Ivančicku. Sborník prací filosofické Fakulty brněnské university E 39, 31-42."
"Ref0768","Humpola, D. 2013: Znojmo (okr. Znojmo). Přehled výzkumů 54-1, 165"
"Ref0769","Humpola, D. 2013: Znojmo (okr. Znojmo). Přehled výzkumů 54-1, 165."
"Ref0770","Humpolová, A., Ondruš, V. 1999: Vedrovice, okr. Znojmo. In: Podborský, V. (ed.): Pravěká sociokutovní architektura na Moravě. Masarykova univerzita v Brně. Brno, 167-219."
"Ref0771","i k.ú. Vejvanovice"
"Ref0772","Isopp, E., Ruttkay, E. 1975: Waidendorf. Fundberichte aus Österreich 14, 66."
"Ref0773","Jama, N., Schmitsberger, O. 2005: KG Grafensulz. Funberichte aus Österreich 44, 462"
"Ref0774","Jama, N., Schmitsberger, O. 2006: KG Bullendorf. Funberichte aus Österreich 45, 633."
"Ref0775","Janák, V. 1973-1974: Nová lokalita s lineární keramikou a moravskou malovanou keramikou u Kuchařovic na Znojemsku. Sborník prací filosofické fakulty brněnské university E 18-19, 125-134."
"Ref0776","Janák, V. 1973-1974: Nová lokalita s lineární keramikou a moravskou malovanou keramikou u Kuchařovic na Znojemsku. Sborník prací Filosofické fakulty brněnské university E 18-19, 125-134."
"Ref0777","Janák, V. 1975-76: Keramika typu Retz – Křepice – Bajč ve středním Podunají a problémy jejího vzniku. Sborník prací Filozofické fakulty brněnské univerzity E 20-21, 25-33"
"Ref0778","Janák, V. 1975-76: Keramika typu Retz – Křepice – Bajč ve středním Podunají a problémy jejího vzniku. Sborník prací Filozofické fakulty brněnské univerzity E 20-21, 25-33."
"Ref0779","Janák, V., Rakovský, I. 1983: Objekty nálevkovitých pohárů ve Vyškově – Dědicích. Přehled výzkumů 1981, 21."
"Ref0780","Janál, J. 1999: Nové archeologické nálezy z Moravského Krumlova (okr. Znojmo). Informační zpravodaj ČAS, pobočka pro Moravu a Slezsko, 42-47."
"Ref0781","Janál, J. 2005: Archäologische Fundstätten und Funden in „Hinterland“ des Burgwalls von Mikulčice VII (Ergänzungen zu Katastralgebieten Břeclav, Kostice, Lanžhot). In: Poláček, L. (Hrsg.): Studien zum Burgwall von Mikulčice VI. Archäologisches Institut der Akademie der Wissenschaften der Tschechischen Republik Brno, Brno, 269-288."
"Ref0782","Jarůšková, Z., Štrof, A. 2014: Pravěk Boskovicka. Boskovice"
"Ref0783","Jarůšková, Z., Štrof, A. 2014: Pravěk Boskovicka. Boskovice: Muzeum Boskovicka v nakladatelství Albert."
"Ref0784","Jarůšková, Z., Štrof, A. 2014: Pravěk Boskovicka. Boskovice."
"Ref0785","Jašková, M. 1970: Neolitické sídliště ve Viničné-Lýskách (okr. Přerov). Přehled výzkumů 1968, 9"
"Ref0786","JC/SOBČICE / /542"
"Ref0787","Jelínková, D. 1980: Zachraňovací výzkum v oblasti propustě mezi horní a střední zdrží v Mušově (okr. Břeclav). Přehled výzkumů 1977, 106"
"Ref0788","Jelínková, D. 1983: Zachraňovací výzkum v sv. části katastru obce Drnholec. Jižní Morava 17, 194-197."
"Ref0789","Jelínková, D. 1986: Archeologické lokality na katastru obce Mušov, okr. Břeclav. Jižní Morava 22, 227-242."
"Ref0790","Jelínková, D. 1987: Archeologické lokality na kastastru obce Pasohlávky (11822). Jižní Morava 26, 241-249."
"Ref0791","Jelínková, D. 1991: Archeologické lokality na katastru obce Brod nad Dyjí (01264). Jižní Morava 27, 121-126."
"Ref0792","Jelínková, D. 2012: Archeologické lokality na katastru obce Miroslavské Knínice, okres Znojmo. Jižní Morava 48, 199-216."
"Ref0793","Jelínková, D., Šebela, L. 2000: Brod nad Dyjí (okr. Břeclav). Přehled výzkumů 41 (1999), 109."
"Ref0794","JM-DN-7020"
"Ref0795","JV-1031"
"Ref0796","JV-1067"
"Ref0797","JV-1072"
"Ref0798","JV-1196"
"Ref0799","JV-1217"
"Ref0800","JV-1234"
"Ref0801","JV-1237"
"Ref0802","JV-1240"
"Ref0803","JV-1267"
"Ref0804","JV-1269"
"Ref0805","JV-1283"
"Ref0806","JV-1284"
"Ref0807","JV-1293"
"Ref0808","JV-1301"
"Ref0809","JV-1333"
"Ref0810","JV-1356"
"Ref0811","JV-1387"
"Ref0812","JV-1393"
"Ref0813","JV-1428"
"Ref0814","JV-1433"
"Ref0815","JV-1443"
"Ref0816","Kala, J. 2013: Brumovice (okr. Břeclav). Přehled výzkumů 54-1, 138."
"Ref0817","Kalábek 2016"
"Ref0818","Kalábek, M. 2004: Trnávka (okr. Přerov). Přehled výzkumů 45, 146."
"Ref0819","Kalábek, M. 2011: Hulín (okr. Kroměříž). Přehled výzkumů 52-1, 162."
"Ref0820","Kalábek, M. 2012: Olomouc (k.ú. Nemilany, okr. Olomouc). Přehled výzkumů 53-1, 150-151"
"Ref0821","Kalábek, M. 2016: Uničov (okr. Olomouc). Přehled výzkumů 57-1, 178-180, 199."
"Ref0822","Kalábek, M. 2016: Velká Bystřice (okr. Olomouc). Přehled výzkumů 57-1, 200."
"Ref0823","Kalábek, M. 2018: Přerov (k.ú. Předmostí, okr. Přerov). Přehled výzkumů 59-1, 152-153."
"Ref0824","Kalábek, M. 2019: Olomouc (k.ú. Slavonín, okr. Olomouc). Přehled výzkumů 60-1, 197."
"Ref0825","Kalábek, M. Šín, L. 2018: Medlov (k.ú. Medlov u Uničova, okr. Olomouc). Přehled výzkumů 59-1, 149."
"Ref0826","Kalábek, M. Tajer, A. 2000: Bystročice (k.ú. Žerůvky, okr. Olomouc). Přehled výzkumů 41 (1999), 109."
"Ref0827","Kalábek, M., Šín, L. 2016: Babice (k.ú. Babice u Šternberka, okr. Olomouc). Přehled výzkumů 57-1, 183."
"Ref0828","Kalábek, Vitula 2000"
"Ref0829","Kalábková, P. 2009: Lengyelské osídlení střední Moravy. Manuscript of PhD thesis. Masaryk University, Brno. On-line: https://is.muni.cz/th/qg9qx/"
"Ref0830","Kalábková, P. 2009: Lengyelské osídlení střední Moravy. Manuscript of PhD thesis. Masaryk University, Brno. On-line: https://is.muni.cz/th/qg9qx/ 2009"
"Ref0831","Kalábková, P., Hlava, M., Šlézar, P. 2015: Příběhy uničovské archeologie. Město Uničov."
"Ref0832","Kalferst J. 1995: Výzkum na stavbě plynovodu ve Stěžerách, Zpravodaj KMVČ 21, 41-4"
"Ref0833","Kalferst, J. 2001: Neolitické a eneolitické osídlení v pískovně „Na Požárce“ k.ú. Obědovice, okr. Hradec Králové. Pravěk Supplementum 8, 53-63."
"Ref0834","Kalferst, J., Zápotocký, M. 1991: Sídliště ze strašího období kultury nálevkovitých pohárů u Benátek, okr. Hradec Králové. Archeologické rozhledy XLIII, 376-410"
"Ref0835","Kalousek, F. 1939: Maréfy, okr. Bučovice. Excavation report č.j. 1906/39. Institute of Archaeology of the CAS Brno."
"Ref0836","Kalousek, F. 1973-1974: Sídliště lidu s moravskou malovanou keramikou v Nemoticích (okr. Vyškov). Sborník prací Filosofické fakulty brněnské university E 18-19, 315-316."
"Ref0837","Kašpárek, P. 2013: Sídlištní objekt kultury s lineární keramikou a hornoslezské lengyelské skupiny v Postřelmově „U Františka“ (okr. Šumperk). Přehled výzkumů 54-1, 47-55."
"Ref0838","Kazdová, E, Peška, J., Mateiciucová, I. 1999: Olomouc – Slavonín (I). Sídliště kultury s vypíchanou keramikou. Olomouc: Vlastivědné muzeum v Olomouci – Archeologické centrum."
